Sentiment,Clean_Text,label,sequence
neutral,the order comprises four ball mills which will be organized in two different streams for treating ore in the pilanesberg platinum mine,1,"[2, 105, 1657, 414, 2927, 981, 49, 12, 23, 2951, 4, 124, 540, 4080, 9, 1, 1042, 4, 2, 1, 4030, 1522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the order includes a new crecent former headbox and reel,1,"[2, 105, 196, 7, 41, 1, 1338, 3002, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the output of the contracts totals mwe,1,"[2, 1213, 3, 2, 466, 1549, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the parties have agreed not to disclose the price of the deal the group said in a press release,1,"[2, 871, 50, 294, 102, 6, 1069, 2, 148, 3, 2, 142, 2, 35, 22, 4, 7, 366, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the parties have agreed not to disclose the transaction value,1,"[2, 871, 50, 294, 102, 6, 1069, 2, 229, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the payment date is march,1,"[2, 1237, 776, 11, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility,1,"[2, 279, 12, 128, 4, 2, 4303, 3, 41, 5, 2002, 3928, 185, 2983, 5, 47, 1, 718, 6, 296, 25, 2, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the platform is based built on intel s secondgeneration mid platform called moorestown,1,"[2, 618, 11, 178, 426, 15, 1841, 10, 1, 1254, 618, 1711, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the price of the kroon par value bonds was kroons in the primary issue,1,"[2, 148, 3, 2, 1, 2472, 104, 1552, 32, 1326, 4, 2, 2075, 328, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the proposal by the board of directors on the issuance of option rights will otherwise correspond to the proposal by the board of directors in the notice to the general meeting,1,"[2, 1276, 20, 2, 112, 3, 283, 15, 2, 3626, 3, 286, 220, 12, 2095, 2054, 6, 2, 1276, 20, 2, 112, 3, 283, 4, 2, 1392, 6, 2, 315, 355, 0, 0, 0, 0]"
neutral,the purchase sum is about eur mn us mn,1,"[2, 391, 922, 11, 60, 8, 17, 99, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the recruitment is related to the relocation of stora enso s research operations to karlstad central sweden,1,"[2, 4304, 11, 342, 6, 2, 2856, 3, 259, 281, 10, 419, 63, 6, 1, 425, 248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the remote radio head module will be available at w power for ghz and ghz tdd frequency bands,1,"[2, 2445, 1265, 516, 2861, 12, 23, 272, 25, 3767, 256, 9, 4305, 5, 4305, 1, 1988, 4094, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the report examines the medical equipment business structure and operations history and products and provides an analysis of its key medical equipment revenue lines,1,"[2, 173, 1, 2, 1207, 130, 42, 683, 5, 63, 1578, 5, 71, 5, 370, 34, 519, 3, 16, 548, 1207, 130, 236, 768, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the restructuring measures will not affect the production of packaging printing material,1,"[2, 664, 399, 12, 102, 1623, 2, 70, 3, 472, 709, 628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the sale comprising the margarine business in finland and poland follows the approval of the polish competition authorities earlier in october,1,"[2, 234, 1407, 2, 2251, 42, 4, 33, 5, 598, 2406, 2, 867, 3, 2, 3161, 830, 1322, 126, 4, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the sale of savcor face to cencorp will result in a profit or loss which can not yet be determined owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates,1,"[2, 234, 3, 1812, 1961, 6, 742, 12, 128, 4, 7, 31, 100, 59, 49, 141, 102, 1658, 23, 3027, 2795, 6, 2130, 157, 2, 4273, 3, 2, 1861, 52, 6, 23, 469, 5, 1]"
neutral,the sale will be finalized in september or october the company said,1,"[2, 234, 12, 23, 2068, 4, 171, 100, 188, 2, 13, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the share capital of alma media corporation business id is eur and it is divided into shares,1,"[2, 46, 90, 3, 350, 144, 73, 42, 1573, 11, 8, 5, 26, 11, 1877, 135, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the shares subscribed for under the stock options were registered in the trade register on january as of which date the new shares will establish shareholder rights,1,"[2, 52, 679, 9, 151, 2, 109, 619, 77, 1098, 4, 2, 340, 811, 15, 199, 21, 3, 49, 776, 2, 41, 52, 12, 988, 815, 220, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the ship cranes which will be manufactured by macgregor s partner plants in china will be delivered between for vessels ordered by chinese cosco german peter dohle and hong kong based cido shipping,1,"[2, 968, 959, 49, 12, 23, 1844, 20, 1586, 10, 533, 404, 4, 218, 12, 23, 379, 186, 9, 1229, 1016, 20, 1299, 1, 1295, 2528, 1, 5, 1304, 1545, 178, 1, 553, 0, 0]"
neutral,the ship unloader is totally enclosed along the entire conveying line to the storage facilities,1,"[2, 968, 1, 11, 1, 4077, 1743, 2, 642, 1, 172, 6, 2, 1730, 568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the site will cover over six hectares,1,"[2, 566, 12, 603, 121, 527, 2125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the study was not designed to enable formal statistical evaluation of therapeutic activity the company said,1,"[2, 1065, 32, 102, 887, 6, 609, 1, 1, 4306, 3, 2913, 1062, 2, 13, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the transaction will take place without payment of merger consideration,1,"[2, 229, 12, 432, 397, 855, 1237, 3, 1142, 1861, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the unit is planned to be operational during the second half of and in full stream in,1,"[2, 114, 11, 643, 6, 23, 719, 190, 2, 131, 193, 3, 5, 4, 563, 2115, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the wireless industry is bracing itself for the iphone which will launch on june,1,"[2, 766, 122, 11, 1, 1520, 9, 2, 2543, 49, 12, 495, 15, 318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,their offering also covers localisation services related to production transfer to the finnish company s customers that already have production in asian market or have made the decision to transfer production there,1,"[96, 458, 47, 556, 1, 48, 342, 6, 70, 476, 6, 2, 24, 13, 10, 98, 29, 295, 50, 70, 4, 1096, 51, 100, 50, 225, 2, 570, 6, 476, 70, 403, 0, 0, 0]"
neutral,there are currently some ten shops selling tikkurila s paints in kazakhstan and more shops will be opened continuously,1,"[403, 39, 323, 110, 1033, 2143, 844, 538, 10, 1345, 4, 1300, 5, 95, 2143, 12, 23, 1162, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,there have been initial public offerings announced in sweden this year compared with two during the same period a year earlier bloomberg data shows,1,"[403, 50, 57, 1366, 524, 3527, 153, 4, 248, 54, 40, 61, 19, 124, 190, 2, 136, 43, 7, 40, 126, 4307, 164, 1756, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,they both will report to oriolakd s chief executive officer eero hautaniemi,1,"[209, 161, 12, 173, 6, 1456, 10, 513, 514, 1050, 2100, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,this is the company s first contract abroad,1,"[54, 11, 2, 13, 10, 53, 64, 1278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,this release is not an offer of securities for sale into the united states or elsewhere,1,"[54, 207, 11, 102, 34, 306, 3, 1624, 9, 234, 135, 2, 876, 781, 100, 3162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,this solution is an extension to the existing online mediation solution delivered earlier by comptel and ibm,1,"[54, 201, 11, 34, 1385, 6, 2, 532, 461, 2747, 201, 379, 126, 20, 765, 5, 2329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,through its partnership with finnish paulig s danish subsidiary oscar puljonki acquired a sales organization in the european market,1,"[183, 16, 994, 19, 24, 1, 10, 1205, 213, 1, 1, 309, 7, 27, 1134, 4, 2, 448, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,tieto in latvia is represented by it services companies tietoenator alise and tietoenator which has operations in the industries of financial services cards retail and logistics and it outsourcing and managed services,1,"[1240, 4, 966, 11, 2116, 20, 26, 48, 78, 1100, 1, 5, 1100, 49, 18, 63, 4, 2, 721, 3, 67, 48, 2128, 293, 5, 491, 5, 26, 2743, 5, 1046, 48, 0, 0, 0]"
neutral,together with latvia cramo will operate rental outlets in the baltic states,1,"[931, 19, 966, 508, 12, 1137, 468, 1835, 4, 2, 253, 781, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,two other sites will be included later on,1,"[124, 83, 1116, 12, 23, 620, 857, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,under a preliminary estimation the technology park will measure about square meters,1,"[151, 7, 1092, 2886, 2, 80, 671, 12, 2885, 60, 551, 1662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,under the changes envisaged hk ruokatalo would reduce its number of industrial places of business in finland from eight to six,1,"[151, 2, 718, 2588, 1067, 1153, 111, 1037, 16, 155, 3, 238, 2069, 3, 42, 4, 33, 14, 1360, 6, 527, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,upon completion of the sale proha would get some usd m for its stake in artemis,1,"[1144, 923, 3, 2, 234, 1986, 111, 1462, 110, 120, 36, 9, 16, 192, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,wrtsil s aim is to serve the rapidly growing number of vessels and increasing marine activity in the barents sea region,1,"[2397, 10, 510, 11, 6, 897, 2, 2298, 667, 155, 3, 1229, 5, 1171, 1277, 1062, 4, 2, 1, 1078, 383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,valga lihatoostus markets its products under the maks moorits trademark,1,"[1, 4308, 154, 16, 71, 151, 2, 1, 1, 1399, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,we know that it exists artemyev said,1,"[75, 2136, 29, 26, 1, 1, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,we offer our customers solutions based on renewable raw materials,1,"[75, 306, 86, 98, 84, 178, 15, 2479, 612, 456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,when dialing in the participants should quote as conference id,1,"[247, 1, 4, 2, 1632, 946, 3163, 21, 1019, 1573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,work on the assignment has already started and is due for completion in spring,1,"[412, 15, 2, 2488, 18, 295, 385, 5, 11, 285, 9, 923, 4, 832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,yesterday legrand issued its e million fixed rate deal maturing,1,"[505, 1, 455, 16, 490, 28, 595, 805, 142, 2733, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,yvonne jones is owner of chameleon interiors,1,"[1, 2423, 11, 656, 3, 1, 4263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,zao yit moskovia builds housing in moscow and its surrounding cities,1,"[4309, 313, 1, 2106, 1267, 4, 799, 5, 16, 3439, 1528, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,bawag is to issue a benchmark covered deal,1,"[1, 11, 6, 328, 7, 1435, 2544, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,jvc will stop producing dvd players in brazil jvc do brazil a subsidiary of japan s jvc group announced it will stop the production of dvd players in brazil,1,"[3164, 12, 2545, 1135, 4310, 1349, 4, 976, 3164, 817, 976, 7, 213, 3, 819, 10, 3164, 35, 153, 26, 12, 2545, 2, 70, 3, 4310, 1349, 4, 976, 0, 0, 0, 0, 0, 0]"
neutral,swedbank hypotek is to issue a benchmark fixed rate covered deal in euros maturing january,1,"[2546, 1, 11, 6, 328, 7, 1435, 595, 805, 2544, 142, 4, 175, 2733, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,argentine agricultural export company calafate has tapped compatriot firm finnegans for a software solution the latter company said in a statement,1,"[1, 1931, 1165, 13, 1, 18, 1, 1, 382, 1, 9, 7, 147, 201, 2, 2781, 13, 22, 4, 7, 835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,finnish printed circuit boards pcbs maker aspocomp group oyj said on december it named henry gilchrist senior vice president of the group s asian operations as of january,1,"[24, 1358, 1075, 1664, 2578, 140, 479, 35, 44, 22, 15, 375, 26, 1866, 1, 1, 965, 789, 251, 3, 2, 35, 10, 1096, 63, 21, 3, 199, 0, 0, 0, 0, 0, 0, 0]"
neutral,nordic infrastructure construction is one of our strategic growth areas,1,"[206, 486, 89, 11, 116, 3, 86, 515, 168, 427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,pulp and paper industries are growing in countries like china and russia,1,"[410, 5, 129, 721, 39, 667, 4, 177, 978, 218, 5, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,sanoma is a buyer not a target he said,1,"[437, 11, 7, 1243, 102, 7, 341, 197, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,after the transaction tikkurila has no powder coatingsrelated operations the company said,1,"[125, 2, 229, 538, 18, 204, 1960, 1, 63, 2, 13, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,if you need malware removal tools type the url of your vendor of choice directly into the browser bar and use links on their website wrote trend micro s rik ferguson on monday,1,"[610, 787, 1146, 4311, 2444, 724, 1317, 2, 1, 3, 829, 2011, 3, 2837, 2249, 135, 2, 3064, 3844, 5, 184, 3149, 15, 96, 1152, 2455, 1330, 2547, 10, 1, 1, 15, 700, 0, 0]"
neutral,it wo nt happen overnight,1,"[26, 4312, 1486, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,printed fabrics and related design expertise have always been the core of marimekko s business and brand,1,"[1358, 1, 5, 342, 203, 964, 50, 4313, 57, 2, 793, 3, 594, 10, 42, 5, 477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,serving customers locally is one of the cornerstones of customer focus for us,1,"[1514, 98, 2473, 11, 116, 3, 2, 1, 3, 311, 377, 9, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,we have become convinced that we can do that very quickly he told finnish business reporters,1,"[75, 50, 621, 4099, 29, 75, 141, 817, 29, 453, 2515, 197, 774, 24, 42, 2148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,we know there are some of our own people out there,1,"[75, 2136, 403, 39, 110, 3, 86, 373, 166, 217, 403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,lemiste city is the environment for a knowledgebased economy providing work for people with the total turnover of its companies amounting to eek bn said lo prnits chairman of the supervisory board of lemiste city and mainor,1,"[4314, 369, 11, 2, 925, 9, 7, 1, 1668, 631, 412, 9, 166, 19, 2, 66, 298, 3, 16, 78, 3267, 6, 1640, 395, 22, 1, 1, 386, 3, 2, 2928, 112, 3, 4314, 369]"
neutral,may finnish company lemminkainen oyj hel lems said today that it will construct an office building at toolonlahti in downtown helsinki without disclosing financial details,1,"[179, 24, 13, 800, 44, 79, 1792, 22, 62, 29, 26, 12, 2310, 34, 221, 117, 25, 4315, 4, 2435, 58, 855, 4316, 67, 539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,november finnish paints and coatings company tikkurila oyj hel tikv said today that finnish stateowned investment company solidium oy sold its stake in the company for a total of eurm,1,"[297, 24, 1345, 5, 1177, 13, 538, 44, 79, 2910, 22, 62, 29, 24, 3542, 92, 13, 1544, 106, 421, 16, 192, 4, 2, 13, 9, 7, 66, 3, 103, 0, 0, 0, 0, 0]"
neutral,january finnish software solutions provider basware hel basv said yesterday it adjusted its strategy and goals for the next four years with focus on international growth mainly via acquisitions,1,"[199, 24, 147, 84, 263, 252, 79, 3560, 22, 505, 26, 2597, 16, 292, 5, 4317, 9, 2, 329, 414, 223, 19, 377, 15, 242, 168, 727, 384, 881, 0, 0, 0, 0, 0, 0]"
neutral,november finnish sportsequipment maker amer sports oyj hel ameas said today it has obtained a eurm schuldschein note loan from a pool of international investors,1,"[297, 24, 1, 140, 908, 409, 44, 79, 3488, 22, 62, 26, 18, 2505, 7, 103, 1, 1923, 825, 14, 7, 1, 3, 242, 574, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,january scandinavian lenders sampo bank hel samas pohjola bank hel pohs and svenska handelsbanken sto shb a have provided a eurm usdm line of credit to lemminkainen oyj hel lems the finnish construction firm said on friday,1,"[199, 1627, 2989, 430, 74, 79, 2640, 599, 74, 79, 2219, 5, 2641, 2220, 1017, 1945, 7, 50, 545, 7, 103, 2218, 172, 3, 346, 6, 800, 44, 79, 1792, 2, 24, 89, 382, 22]"
negative,workers in ml will be affected by the closedown,0,"[877, 4, 1538, 12, 23, 1706, 20, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,a coker crane will be supplied to tesoro corporation s golden eagle refinery in martinez california while a similar crane will be delivered to bp s castell refinery in spain,1,"[7, 1, 1798, 12, 23, 2692, 6, 1, 73, 10, 3711, 1, 1516, 4, 1, 1, 152, 7, 1154, 1798, 12, 23, 379, 6, 2231, 10, 1, 1516, 4, 1850, 0, 0, 0, 0, 0]"
neutral,a few employees would remain at the oulu plant in support functions for other group units,1,"[7, 767, 139, 111, 546, 25, 2, 949, 82, 4, 365, 1315, 9, 83, 35, 244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,a huge issue for us is the button placement,1,"[7, 2108, 328, 9, 99, 11, 2, 4118, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,a merger between upm and finnishswedish stora enso is not likely either,1,"[7, 1142, 186, 703, 5, 1650, 259, 281, 11, 102, 1333, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,a paper mill in the central maine town of madison soon will have a new owner,1,"[7, 129, 353, 4, 2, 425, 1, 1526, 3, 1803, 1603, 12, 50, 7, 41, 656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,a total of the order value was booked in the fourth quarter of and the remainder will be booked in the second quarter of,1,"[7, 66, 3, 2, 105, 104, 32, 2482, 4, 2, 378, 45, 3, 5, 2, 2001, 12, 23, 2482, 4, 2, 131, 45, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,a total of talvivaara mining company plc s new shares were subscribed for during the period between may and june under the company s stock option rights a,1,"[7, 66, 3, 674, 1015, 13, 145, 10, 41, 52, 77, 679, 9, 190, 2, 43, 186, 179, 5, 318, 151, 2, 13, 10, 109, 286, 220, 7, 0, 0, 0, 0, 0, 0, 0]"
neutral,a total of new citycon shares with a nominal value of eur per share were subscribed on april exercising the abc options based on the company s stock option plan,1,"[7, 66, 3, 41, 1151, 52, 19, 7, 3165, 104, 3, 8, 72, 46, 77, 679, 15, 254, 2175, 2, 3166, 619, 178, 15, 2, 13, 10, 109, 286, 398, 0, 0, 0, 0, 0]"
neutral,a total of new citycon shares with a nominal value of eur per share were subscribed in december exercising the abc options based on the company s stock option plan,1,"[7, 66, 3, 41, 1151, 52, 19, 7, 3165, 104, 3, 8, 72, 46, 77, 679, 4, 375, 2175, 2, 3166, 619, 178, 15, 2, 13, 10, 109, 286, 398, 0, 0, 0, 0, 0]"
neutral,abn amro capital has agreed to sell its helsinkibased designer homeware producer iittala oyj to crosstown consumer products group fiskars corp for eur million to eur million million to million,1,"[2703, 3467, 90, 18, 294, 6, 262, 16, 2198, 1, 3780, 861, 2778, 44, 6, 1, 637, 71, 35, 334, 267, 9, 8, 28, 6, 8, 28, 28, 6, 28, 0, 0, 0, 0, 0]"
neutral,according to preliminary information by the finnish forest industries federation imports of roundwood to finland increased to about million m in representing an increase of from,1,"[76, 6, 1092, 181, 20, 2, 24, 401, 721, 2497, 2060, 3, 1, 6, 33, 88, 6, 60, 28, 36, 4, 752, 34, 94, 3, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
negative,finlandbased stockmann group has closed seven franchising sports stores nike in russia,0,"[809, 443, 35, 18, 582, 1734, 1, 409, 622, 1, 4, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,finnish ac drives manufacturer vacon is acquiring the ac drives business of tb wood s part of the us group altra holdings,1,"[24, 999, 1101, 232, 942, 11, 1021, 2, 999, 1101, 42, 3, 4175, 744, 10, 118, 3, 2, 99, 35, 1, 711, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,finnish beverage company olvi is one of the last listed companies in finland that has not yet published its financial result for the second quarter of,1,"[24, 2882, 13, 769, 11, 116, 3, 2, 127, 696, 78, 4, 33, 29, 18, 102, 1658, 506, 16, 67, 128, 9, 2, 131, 45, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,finnish department store group stockmann is planning to acquire about eur mn through a directed issue and a rights offering,1,"[24, 797, 438, 35, 443, 11, 602, 6, 526, 60, 8, 17, 183, 7, 1048, 328, 5, 7, 220, 458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
